slow marker
50
0, -0.65, 0, 1.8, 0, 0.42, 0, 0.319048, 3.36778e-18, 0.878589, -1.20861, 1.20861, -1.20958;
0.00753878, -0.650007, -0.0100321, 1.80001, 0.00109719, 0.419987, -0.00707475, 0.319059, -0.00349799, 0.878568, -1.20862, 1.20863, -1.20957;
0.0150894, -0.650041, -0.0200742, 1.79993, 0.00219747, 0.420041, -0.0141564, 0.319059, -0.00699832, 0.878568, -1.20862, 1.20863, -1.20957;
0.0226381, -0.650098, -0.0301134, 1.79979, 0.00329672, 0.420131, -0.0212358, 0.319059, -0.0104984, 0.878568, -1.20862, 1.20863, -1.20957;
0.0301851, -0.650178, -0.0401496, 1.79959, 0.00439454, 0.420257, -0.0283123, 0.319059, -0.0139984, 0.878568, -1.20862, 1.20863, -1.20957;
0.0377299, -0.65028, -0.0501819, 1.79934, 0.00549037, 0.420419, -0.0353851, 0.319059, -0.0174985, 0.878568, -1.20862, 1.20863, -1.20957;
0.0452718, -0.650406, -0.0602093, 1.79903, 0.00658368, 0.420617, -0.0424532, 0.319059, -0.0209986, 0.878568, -1.20862, 1.20863, -1.20957;
0.0528105, -0.650554, -0.0702309, 1.79867, 0.00767393, 0.420851, -0.0495157, 0.319059, -0.0244986, 0.878568, -1.20862, 1.20863, -1.20957;
0.0603453, -0.650724, -0.0802456, 1.79825, 0.00876056, 0.421121, -0.0565715, 0.319059, -0.0279987, 0.878568, -1.20862, 1.20863, -1.20957;
0.0678757, -0.650917, -0.0902525, 1.79778, 0.00984306, 0.421427, -0.0636197, 0.319059, -0.0314987, 0.878568, -1.20862, 1.20863, -1.20957;
0.0754013, -0.651133, -0.100251, 1.79725, 0.0109209, 0.421768, -0.0706594, 0.319059, -0.0349988, 0.878568, -1.20862, 1.20863, -1.20957;
0.0829216, -0.651371, -0.110239, 1.79666, 0.0119935, 0.422145, -0.0776896, 0.319059, -0.0384989, 0.878568, -1.20862, 1.20863, -1.20957;
0.0904359, -0.651631, -0.120217, 1.79602, 0.0130604, 0.422559, -0.0847093, 0.319059, -0.0419989, 0.878568, -1.20862, 1.20863, -1.20957;
0.097944, -0.651914, -0.130184, 1.79532, 0.014121, 0.423007, -0.0917177, 0.319059, -0.045499, 0.878568, -1.20862, 1.20863, -1.20957;
0.105445, -0.652218, -0.140138, 1.79457, 0.0151749, 0.423492, -0.0987138, 0.319059, -0.048999, 0.878568, -1.20862, 1.20863, -1.20957;
0.112939, -0.652545, -0.150078, 1.79376, 0.0162216, 0.424012, -0.105697, 0.319059, -0.0524991, 0.878568, -1.20862, 1.20863, -1.20957;
0.120425, -0.652893, -0.160005, 1.79289, 0.0172604, 0.424567, -0.112666, 0.319059, -0.0559991, 0.878568, -1.20862, 1.20863, -1.20957;
0.127903, -0.653264, -0.169916, 1.79197, 0.0182911, 0.425158, -0.119619, 0.319059, -0.0594992, 0.878568, -1.20862, 1.20863, -1.20957;
0.135372, -0.653656, -0.179811, 1.79099, 0.019313, 0.425785, -0.126557, 0.319059, -0.0629992, 0.878568, -1.20862, 1.20863, -1.20957;
0.142832, -0.654069, -0.189689, 1.78996, 0.0203256, 0.426447, -0.133479, 0.319059, -0.0664993, 0.878568, -1.20862, 1.20863, -1.20957;
0.150283, -0.654504, -0.19955, 1.78887, 0.0213286, 0.427144, -0.140382, 0.319059, -0.0699993, 0.878568, -1.20862, 1.20863, -1.20957;
0.157723, -0.65496, -0.209392, 1.78773, 0.0223215, 0.427876, -0.147267, 0.319059, -0.0734994, 0.878568, -1.20862, 1.20863, -1.20957;
0.165153, -0.655438, -0.219215, 1.78653, 0.0233037, 0.428643, -0.154133, 0.319059, -0.0769994, 0.878568, -1.20862, 1.20863, -1.20957;
0.172573, -0.655936, -0.229017, 1.78528, 0.0242749, 0.429445, -0.160979, 0.319059, -0.0804995, 0.878568, -1.20862, 1.20863, -1.20957;
0.179981, -0.656455, -0.238798, 1.78397, 0.0252347, 0.430282, -0.167804, 0.319059, -0.0839995, 0.878568, -1.20862, 1.20863, -1.20957;
0.187378, -0.656994, -0.248558, 1.78261, 0.0261825, 0.431154, -0.174607, 0.319059, -0.0874996, 0.878568, -1.20862, 1.20863, -1.20957;
0.194763, -0.657554, -0.258295, 1.78119, 0.027118, 0.432061, -0.181388, 0.319059, -0.0909996, 0.878568, -1.20862, 1.20863, -1.20957;
0.202135, -0.658134, -0.268009, 1.77971, 0.0280408, 0.433002, -0.188145, 0.319059, -0.0944997, 0.878568, -1.20862, 1.20863, -1.20957;
